TIME.SecOfWeek   blh0.B        blh0.L        blh0.H      X       Y        Z       Dop       sigma0     mpos  
491227.000000  30.5099953237  114.3560454817  32.1006011814  -2268148.1394660948  5010318.1601816555  3219225.5576767153    1.3299    0.5815    0.7733  
491228.000000  30.5099953799  114.3560454895  32.1059470475  -2268148.1407478275  5010318.1611868003  3219225.5657556010    1.3300    0.5804    0.7719  
491229.000000  30.5099953906  114.3560455596  32.1084482409  -2268148.1475114082  5010318.1598240426  3219225.5680555236    1.3300    0.5779    0.7686  
491230.000000  30.5099954101  114.3560456488  32.1119658547  -2268148.1561144758  5010318.1580542689  3219225.5716993702    1.3301    0.5782    0.7691  
491231.000000  30.5099957939  114.3560454326  32.1806728626  -2268148.1527037597  5010318.2008608291  3219225.6432422926    1.4262    0.6234    0.8891  
491232.000000  30.5099958109  114.3560454834  32.1793816537  -2268148.1562933978  5010318.1969647380  3219225.6442099689    1.4263    0.6245    0.8907  
491233.000000  30.5099958258  114.3560455289  32.1736139925  -2268148.1578791416  5010318.1898747524  3219225.6427003625    1.4264    0.6252    0.8918  
491234.000000  30.5099958550  114.3560455987  32.1750526978  -2268148.1638204739  5010318.1867401758  3219225.6462220876    1.4265    0.6317    0.9011  
491235.000000  30.5099957687  114.3560456178  32.1642780583  -2268148.1636667852  5010318.1819522725  3219225.6325086011    1.4266    0.6296    0.8982  
491236.000000  30.5099958427  114.3560456726  32.1756011350  -2268148.1707590632  5010318.1848762240  3219225.6453279885    1.4267    0.6294    0.8979  
491237.000000  30.5099957870  114.3560456904  32.1642774362  -2268148.1695882180  5010318.1781407828  3219225.6342556733    1.4268    0.6266    0.8941  
491238.000000  30.5099958492  114.3560457335  32.1721110744  -2268148.1746974075  5010318.1793948496  3219225.6441712976    1.4269    0.6257    0.8928  
491239.000000  30.5099958947  114.3560457588  32.1607313687  -2268148.1718115332  5010318.1671251450  3219225.6427446422    1.4270    0.6312    0.9008  
491240.000000  30.5099958834  114.3560457448  32.1746506365  -2268148.1757954387  5010318.1791818654  3219225.6487343106    1.4271    0.6328    0.9030  
491241.000000  30.5099958730  114.3560457532  32.1662004171  -2268148.1737623909  5010318.1727570072  3219225.6434451826    1.4272    0.6308    0.9002  
491242.000000  30.5099959195  114.3560457962  32.1705118455  -2268148.1779797259  5010318.1720534163  3219225.6500736829    1.4273    0.6295    0.8984  
491243.000000  30.5099960073  114.3560458037  32.1831350625  -2268148.1810795031  5010318.1771641988  3219225.6648673653    1.4273    0.6311    0.9008  
491244.000000  30.5099960728  114.3560457765  32.1845454676  -2268148.1776865940  5010318.1759864260  3219225.6718407562    1.4274    0.6325    0.9029  
491245.000000  30.5099960589  114.3560457405  32.1827781415  -2268148.1742328522  5010318.1767347548  3219225.6696198406    1.4275    0.6299    0.8992  
491246.000000  30.5099961481  114.3560457206  32.1890125778  -2268148.1726334966  5010318.1778413793  3219225.6813083910    1.4276    0.6338    0.9048  
491247.000000  30.5099961597  114.3560457337  32.1970393583  -2268148.1763628945  5010318.1830276158  3219225.6864911355    1.4277    0.6338    0.9049  
491248.000000  30.5099962124  114.3560457485  32.2041429384  -2268148.1789619694  5010318.1853149105  3219225.6951281284    1.4278    0.6343    0.9057  
491249.000000  30.5099962709  114.3560457318  32.2159267794  -2268148.1803230355  5010318.1922289394  3219225.7066975762    1.4279    0.6327    0.9034  
491250.000000  30.5099963469  114.3560456977  32.2220562082  -2268148.1777603156  5010318.1944892304  3219225.7170699826    1.4280    0.6327    0.9034  
491251.000000  30.5099964718  114.3560456628  32.2351073148  -2268148.1764456998  5010318.1997111514  3219225.7356240666    1.4281    0.6334    0.9045  
491252.000000  30.5099964793  114.3560456268  32.2362184385  -2268148.1735210125  5010318.2016261155  3219225.7368990453    1.4282    0.6315    0.9020  
491253.000000  30.5099964943  114.3560456374  32.2419466041  -2268148.1761300568  5010318.2049339693  3219225.7412421522    1.4283    0.6294    0.8989  
491254.000000  30.5099965246  114.3560456524  32.2438003654  -2268148.1773975985  5010318.2042421242  3219225.7450760026    1.4284    0.6269    0.8954  
491255.000000  30.5099965331  114.3560456202  32.2458112594  -2268148.1750985389  5010318.2066594251  3219225.7469088333    1.4285    0.6233    0.8904  
491256.000000  30.5099965890  114.3560456169  32.2459402075  -2268148.1735579879  5010318.2040207507  3219225.7523202435    1.4286    0.6251    0.8931  
491257.000000  30.5099966260  114.3560455508  32.2502892548  -2268148.1684658881  5010318.2081578635  3219225.7580545102    1.4286    0.6246    0.8924  
491258.000000  30.5099965737  114.3560456056  32.2461168375  -2268148.1729914532  5010318.2053912384  3219225.7509459322    1.4287    0.6223    0.8891  
491259.000000  30.5099965829  114.3560455235  32.2477366868  -2268148.1661703340  5010318.2094421061  3219225.7526478455    1.4288    0.6214    0.8879  
491260.000000  30.5099966424  114.3560455554  32.2456199126  -2268148.1668241671  5010318.2034676122  3219225.7572571249    1.4289    0.6227    0.8898  
491261.000000  30.5099965898  114.3560456073  32.2532781288  -2268148.1753108860  5010318.2101179054  3219225.7561211442    1.4290    0.6189    0.8844  
491262.000000  30.5099965741  114.3560456205  32.2472545598  -2268148.1746906699  5010318.2056728164  3219225.7515624170    1.4291    0.6160    0.8803  
491263.000000  30.5099965307  114.3560456518  32.2311989404  -2268148.1727277897  5010318.1940601636  3219225.7392638368    1.4292    0.6135    0.8769  
491264.000000  30.5099964548  114.3560456548  32.2235154035  -2268148.1720180004  5010318.1918070624  3219225.7281094254    1.4293    0.6070    0.8676  
491265.000000  30.5099964127  114.3560455979  32.2217995618  -2268148.1674120924  5010318.1948696533  3219225.7232185150    1.4294    0.6073    0.8681  
491266.000000  30.5099963841  114.3560456052  32.2113099480  -2268148.1649895748  5010318.1878130520  3219225.7151615857    1.4295    0.6068    0.8675  
491267.000000  30.5099964113  114.3560455395  32.2143909335  -2268148.1597029706  5010318.1914350633  3219225.7193305828    1.4296    0.6062    0.8666  
491268.000000  30.5099964301  114.3560455129  32.2073476519  -2268148.1544388384  5010318.1859985469  3219225.7175460476    1.4297    0.6052    0.8652  
491269.000000  30.5099963675  114.3560455045  32.2030127095  -2268148.1536168228  5010318.1861376222  3219225.7093677460    1.4298    0.6041    0.8637  
491270.000000  30.5099963453  114.3560455055  32.2031319756  -2268148.1542611206  5010318.1873306530  3219225.7073073834    1.4299    0.5993    0.8569  
491271.000000  30.5099962776  114.3560455492  32.2019262128  -2268148.1592285847  5010318.1881258767  3219225.7002265360    1.4299    0.5971    0.8538  
491272.000000  30.5099963090  114.3560455432  32.1995979287  -2268148.1571515226  5010318.1849208334  3219225.7020489662    1.4300    0.5976    0.8547  
491273.000000  30.5099962041  114.3560455466  32.1787260342  -2268148.1524684280  5010318.1737867296  3219225.6814276357    1.4301    0.5948    0.8506  
491274.000000  30.5099961997  114.3560456228  32.1789747607  -2268148.1593223712  5010318.1711902078  3219225.6811349471    1.4302    0.5907    0.8448  
491275.000000  30.5099961445  114.3560456031  32.1651452044  -2268148.1539640618  5010318.1639476912  3219225.6688413173    1.4303    0.5903    0.8444  
491276.000000  30.5099960911  114.3560456141  32.1453630477  -2268148.1491363859  5010318.1507221693  3219225.6537008774    1.4304    0.5916    0.8463  
491277.000000  30.5099960416  114.3560456287  32.1375151081  -2268148.1487705004  5010318.1465239245  3219225.6449890649    1.4305    0.5873    0.8401  
491278.000000  30.5099959880  114.3560456760  32.1226110673  -2268148.1488573849  5010318.1357033998  3219225.6322996453    1.4306    0.5840    0.8354  
491279.000000  30.5099960085  114.3560456443  32.1205118988  -2268148.1448599403  5010318.1342582358  3219225.6331966482    1.4307    0.5857    0.8380  
491280.000000  30.5099959288  114.3560456366  32.1043920424  -2268148.1403132775  5010318.1259985222  3219225.6173962993    1.4308    0.5850    0.8369  
491281.000000  30.5099959204  114.3560456756  32.0983815845  -2268148.1417823210  5010318.1201688116  3219225.6135417987    1.4309    0.5817    0.8323  
491282.000000  30.5099959045  114.3560456602  32.0836482123  -2268148.1355708144  5010318.1100309175  3219225.6045411397    1.4310    0.5802    0.8303  
491283.000000  30.5099958081  114.3560456985  32.0662706271  -2268148.1349845347  5010318.0998183992  3219225.5865107160    1.4311    0.5784    0.8278  
491284.000000  30.5099958139  114.3560456888  32.0588350883  -2268148.1313543059  5010318.0940662874  3219225.5832979628    1.4312    0.5797    0.8296  
491285.000000  30.5099956964  114.3560457553  32.0336006070  -2268148.1309383274  5010318.0776513433  3219225.5592612084    1.4312    0.5800    0.8302  
491286.000000  30.5099956391  114.3560457680  32.0205219071  -2268148.1287308945  5010318.0698203212  3219225.5471512205    1.4313    0.5774    0.8264  
491287.000000  30.5099955948  114.3560458028  32.0028367825  -2268148.1265203413  5010318.0568376882  3219225.5339342458    1.4314    0.5759    0.8244  
491288.000000  30.5099955262  114.3560458058  31.9928377597  -2268148.1248168540  5010318.0523858853  3219225.5223135264    1.4315    0.5730    0.8202  
491289.000000  30.5099954797  114.3560457766  31.9747883584  -2268148.1169318012  5010318.0417613685  3219225.5087047727    1.4316    0.5681    0.8134  
491290.000000  30.5099954409  114.3560457966  31.9609621773  -2268148.1146655376  5010318.0321119912  3219225.4979747264    1.4317    0.5681    0.8133  
491291.000000  30.5099953507  114.3560458242  31.9414073927  -2268148.1122280410  5010318.0202891417  3219225.4794409163    1.4318    0.5669    0.8117  
491292.000000  30.5099952687  114.3560458517  31.9372903816  -2268148.1150692599  5010318.0201767525  3219225.4695169264    1.4319    0.5633    0.8066  
491293.000000  30.5099953034  114.3560458179  31.9185671704  -2268148.1046568747  5010318.0050437823  3219225.4633195708    1.4320    0.5621    0.8049  
491294.000000  30.5099952793  114.3560458075  31.9044726789  -2268148.0992996776  5010317.9956234815  3219225.4538700697    1.4321    0.5617    0.8044  
491295.000000  30.5099952357  114.3560457731  31.8907821700  -2268148.0924394294  5010317.9884792548  3219225.4427494970    1.4322    0.5583    0.7996  
491296.000000  30.5099951125  114.3560457660  31.8722339943  -2268148.0880870800  5010317.9805163955  3219225.4215711486    1.4323    0.5542    0.7937  
491297.000000  30.5099950699  114.3560458065  31.8542876095  -2268148.0862432919  5010317.9670143826  3219225.4083858263    1.4324    0.5497    0.7874  
491298.000000  30.5099950890  114.3560458259  31.8480219124  -2268148.0852749259  5010317.9603471514  3219225.4070291594    1.4324    0.5482    0.7853  
491299.000000  30.5099950135  114.3560458692  31.8313897168  -2268148.0848999009  5010317.9494541949  3219225.3913710169    1.4325    0.5414    0.7756  
491300.000000  30.5099949466  114.3560459571  31.8250878816  -2268148.0919002877  5010317.9444560502  3219225.3817859311    1.4326    0.5331    0.7638  
491301.000000  30.5099949166  114.3560460003  31.8106845850  -2268148.0912577645  5010317.9329778347  3219225.3716100692    1.4327    0.5296    0.7587  
491302.000000  30.5099949071  114.3560460188  31.8026239267  -2268148.0902336445  5010317.9264072524  3219225.3666074518    1.4328    0.5267    0.7547  
491303.000000  30.5099948002  114.3560461204  31.7841740092  -2268148.0950415796  5010317.9133884199  3219225.3470281516    1.4329    0.5205    0.7458  
491304.000000  30.5099948764  114.3560461388  31.7922847020  -2268148.0977639393  5010317.9151176587  3219225.3584253155    1.4330    0.5193    0.7442  
491305.000000  30.5099948796  114.3560461678  31.7761493558  -2268148.0944924811  5010317.9011381790  3219225.3505445081    1.4331    0.5209    0.7466  
491306.000000  30.5099948486  114.3560462175  31.7652688036  -2268148.0956916292  5010317.8922218988  3219225.3420579121    1.4332    0.5202    0.7456  
491307.000000  30.5099948324  114.3560462324  31.7592960903  -2268148.0952461250  5010317.8877765713  3219225.3374774521    1.4333    0.5162    0.7398  
491308.000000  30.5099948436  114.3560462537  31.7587770587  -2268148.0966712381  5010317.8859493975  3219225.3382824752    1.4334    0.5131    0.7355  
491309.000000  30.5099948085  114.3560462874  31.7470606063  -2268148.0962712341  5010317.8772210954  3219225.3289779536    1.4335    0.5097    0.7306  
491310.000000  30.5099947737  114.3560462614  31.7376230070  -2268148.0914461748  5010317.8726247493  3219225.3208711557    1.4336    0.5070    0.7268  
491311.000000  30.5099946846  114.3560462878  31.7218247727  -2268148.0902077700  5010317.8637499558  3219225.3043399178    1.4337    0.5032    0.7214  
491312.000000  30.5099947461  114.3560462822  31.7221265519  -2268148.0884001134  5010317.8610535525  3219225.3103679363    1.4337    0.5042    0.7229  
491313.000000  30.5099946970  114.3560463285  31.7079099845  -2268148.0885406840  5010317.8505788799  3219225.2984603997    1.4338    0.5042    0.7230  
491314.000000  30.5099947139  114.3560462985  31.7078990694  -2268148.0855156956  5010317.8508980712  3219225.3000624753    1.4339    0.5041    0.7228  
491315.000000  30.5099946358  114.3560463220  31.6823213212  -2268148.0802941271  5010317.8338957988  3219225.2796207420    1.4340    0.5022    0.7202  
491316.000000  30.5099946277  114.3560462848  31.6793174287  -2268148.0761665404  5010317.8334240634  3219225.2773219012    1.4341    0.5035    0.7221  
491317.000000  30.5099945130  114.3560462701  31.6642211648  -2268148.0721816625  5010317.8280367823  3219225.2587039205    1.4342    0.4998    0.7168  
491318.000000  30.5099944867  114.3560462555  31.6497905357  -2268148.0663879472  5010317.8186378516  3219225.2488647825    1.4343    0.4980    0.7143  
491319.000000  30.5099944329  114.3560462103  31.6369733522  -2268148.0591313848  5010317.8131262930  3219225.2372177374    1.4344    0.4995    0.7164  
491320.000000  30.5099944063  114.3560461977  31.6243559206  -2268148.0541566340  5010317.8050866025  3219225.2282756045    1.4345    0.4968    0.7127  
491321.000000  30.5099943879  114.3560461681  31.6185755944  -2268148.0499465107  5010317.8026628401  3219225.2235834994    1.4346    0.4946    0.7095  
491322.000000  30.5099943392  114.3560461625  31.6062420616  -2268148.0462021260  5010317.7957074335  3219225.2126632417    1.4347    0.4965    0.7123  
491323.000000  30.5099942499  114.3560461014  31.5925037423  -2268148.0380553035  5010317.7919162242  3219225.1971652862    1.4348    0.4929    0.7073  
491324.000000  30.5099942666  114.3560461040  31.5847547883  -2268148.0351381851  5010317.7848790130  3219225.1948228329    1.4349    0.4924    0.7065  
491325.000000  30.5099941780  114.3560461260  31.5773761310  -2268148.0364959012  5010317.7827582471  3219225.1826174245    1.4350    0.4881    0.7004  
